# NodeID	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Attribute9	Attribute10	Attribute11	Attribute12	Attribute13	Attribute14	Attribute15	Attribute16	Attribute17	Attribute18	Attribute19	Attribute20	_id	OutDeg	Pagerank
GddgqTpTUb8LgT93hw	23512022	16	0	37.794833	-122.401334				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	0	2	0.000003
Gyn7fcFTU7gkY7d5	2122265	16	0	55.765685	37.63011				Gyn7fcFTU7gkY7d5	2122265	Moscow	BmRxMRpQUL99Lw095Q	12598709	Moscow	yFvJfEtTUb5x9_pp	2346910	Moskva	gMMKN7VTUb7Dg.7SoQ	23424936	Russia	1	1	0.000002
gUrZ2NhXUrPDYlI	609125	16	0	45.756138	4.839649				gUrZ2NhXUrPDYlI	609125	Lyon	83k82XBQUL.FtjjXjQ	12597185	Rhone	GJLKnpBWU7.2Dufz	7153329	Rhone-Alpes	lbWye9tTUb6GOcp80w	23424819	France	2	1	0.000003
utDcX75WULinuOTP	7226244	14	0	-32.03049	115.826346				rffGOmhQUrNZ6keW	1098081	Perth				UyYA4yVTUb4SXtKy	2344706	Western Australia	3fHNxEZTUb4mc08chA	23424748	Australia	3	1	0.000003
ipiJQmxTWrmdIZV87g	28338068	14	0	25.78855	-80.189359				0zfXuENTVr_AbZgU	2450022	Miami	bo6KOIpQUL_MOsMimw	12587815	Miami-Dade	IPbJb2lTUb4Y7tKw	2347568	Florida	nz.gsghTUb4c2WAecA	23424977	United States	4	1	0.000003
qKXWPh5UV7KfWVE	558165	16	0	56.37588	8.13044				qKXWPh5UV7KfWVE	558165	Torsminde	41kH9SRQUL8nqK.Dmw	12582772	Holstebro	qwVZEixTWrnxfsiP9w	28362580	Midtjylland	wzcKZZdTUb7wa1WOFw	23424796	Denmark	5	1	0.000002
G78o6dVTUb09hIEf	2378792	15	0	46.675531	-122.975785				G78o6dVTUb09hIEf	2378792	Chehalis	YyvdiXtQUL.qk8cwNQ	12590460	Lewis	jyADg3RTUb65Hnbj	2347606	Washington	nz.gsghTUb4c2WAecA	23424977	United States	6	1	0.000002
AOvtseFQUrgW8Q	10293	15	0	52.414441	-4.086205				AOvtseFQUrgW8Q	10293	Aberystwyth	Fp2fVL9QULz2Ylvd4g	12602217	Ceredigion County	rz2baDpQUL9yHWKSJw	12578049	Wales	cnffEpdTUb5v258BBA	23424975	United Kingdom	7	1	0.000002
Xv1SuNJWU7xPPXA	716722	12	0	43.881438	7.647771				Xv1SuNJWU7xPPXA	716722	Isolabona	JaAxvBtQUL9.eMwT8Q	12591858	Imperia	DrX_vb9WU7.Thkk8	7153337	Liguria	5QqgvRVTUb7tSzaDpQ	23424853	Italy	8	2	0.000004
SV5B_AxUVLtrqg	56144	16	0	17.171847	-61.835104				SV5B_AxUVLtrqg	56144	Cedar Valley Mill				PePtE3ZTUb4icTas	2344543	Saint John	O4AhWc1TUb4TQaIUrA	23424737	Antigua and Barbuda	9	1	0.000002
iQlgoOtTUbmvCwBlZQ	23399141	13	0	44.178387	-78.905954				iQlgoOtTUbmvCwBlZQ	23399141	Scugog	iIDhtJdTW7mLGdRk5g	29375180	Durham	KAOZv3VTUb6vc1Fc	2344922	Ontario	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	10	1	0.000003
7ZvkRsBTULNiJ73b	2297839	16	0	21.921611	120.736055				7ZvkRsBTULNiJ73b	2297839	Hengchun Town	RCGenHRTUb6Kz7N3	2347340	Pingtung County	7mzqiStTUrqdyCyxvg	20070335	Taiwan	FnYzsLVTUb7w3bcfIg	23424971	Taiwan	11	1	0.000002
qHYypB5ZVL3D	8676	16	0	53.581627	-113.447281				qHYypB5ZVL3D	8676	Edmonton	iuNniR1TW7kvn2.JLg	29375228	Alberta	aZe42J5TUb6mIiaJ	2344915	Alberta	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	12	2	0.000004
Ouy8vrVTUL0kgf0HbA	22723897	12	0	-23.536999	-46.632928				0RylrWxVV79p49E	455827	Sao Paulo	0Cr2VGtQUL90cdamqg	12582314	São Paulo	RANHF.pTUb7n07l1	2344868	Sao Paulo	xQfoS31TUb6eduaTWQ	23424768	Brazil	13	2	0.000005
83UbKq1UV7I51F6p5g	55806745	15	0	33.806854	-117.91542				UbwiuDRTUb_7VK8U	2354447	Anaheim	IRuuZctQUL8uVeI9Kg	12587699	Orange	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	14	2	0.000004
pNcPDDRZVLpo0M0	860753	16	0	59.907408	10.751763				QAkFKjxZVLgK0Y0	862592	Oslo	0BxykMdTUrtp4GURaw	20100030	Bydel Gamle-oslo	wcAfH9FTUb5hN3ak	2346395	Oslo Fylke	.w.HEL1TUb59cTCREg	23424910	Norway	15	1	0.000002
duz0t41TVr1WqvxG	2472406	16	0	31.863184	-104.836767				duz0t41TVr1WqvxG	2472406	Pine Springs	p17.1V5QUL_ASrXv.g	12590061	Culberson	EMo2gYtTUb7oiO66	2347602	Texas	nz.gsghTUb4c2WAecA	23424977	United States	16	1	0.000003
55xoSohVVbK.sH0	478363	12	0	56.016807	23.419675				55xoSohVVbK.sH0	478363	Siauliai	utRIEHNTUb5DU9AD	2346082	Siauliai City Municipality	EwoWtt1UV7KlIPq1pQ	55848079	Siauliai County	OWYdY_xTUb7WSkjKmg	23424875	Lithuania	17	1	0.000003
pWITqVhYVbJl	9780	10	0	49.465669	-123.796348				pWITqVhYVbJl	9780	Sechelt	.4OnUelTW7k.8ZyBzA	29375208	Sunshine Coast	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	18	1	0.000003
K.ftwR1YVLwxNF0	966900	16	0	50.820967	4.352098				b_4P.TNYVLL65Ls	968019	Bruxelles	rN6vx6NQUL9GLPFzvw	12591762	Brussel Hoofdstad	XgOq1xdUV7OlE4LmsQ	55965974	Capital Region of Brussels	KAx7uAdTUb4BXhB.8Q	23424757	Belgium	19	1	0.000002
D.RGUrtVUrzPQw	40632	15	0	51.480915	-0.60929				D.RGUrtVUrzPQw	40632	Windsor Castle	fvyLAdlTVLLGHWXfbw	26821262	Berkshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	20	1	0.000003
YRrs3tVWULgTtXO8	7225472	16	0	-27.397403	153.058819				khXM8m9QU7ofBD4U	1100661	Brisbane	1eMdn1RUV7LIyYJDbA	55864298	Brisbane	3QrPe3RTUb5k9oUb	2344702	Queensland	3fHNxEZTUb4mc08chA	23424748	Australia	21	1	0.000002
IoV.hJtQU7Mpf.U	119847	16	0	15.661222	-96.556435				IoV.hJtQU7Mpf.U	119847	El Coco	wazuHLhQULwItqy9Gg	12601100	Santa Maria Tonameca	.e8QWspTUb59h8hT	2346283	Oaxaca	S._RoQ1TUb4WzNIdpA	23424900	Mexico	22	1	0.000002
o7NdMslWW71FZl0	797121	16	0	49.991646	14.368507				EdMZdzlWW7zUBG8	796597	Prague	2YH11OpQUL_RUiszgA	12582589	Prague	L9tJ2elTUro9dIjzTg	20070472	Hlavni mesto Praha	5iL78XNTUb6Q0TIacg	23424810	Czech Republic	23	1	0.000002
YhnUsN5TUL3QT4zk6A	22723512	14	0	-12.121655	-77.046625				mDSfo_tVU7Lyuow	418440	Lima	97rYAJNTVLK6btQiNw	26805880	Lima	zwxXqLJTWrl0d5FelQ	28358302	Lima Metropolitan Area	h54yFcpTUb6T_sbwtA	23424919	Peru	24	1	0.000003
5r2jCRtTU7iIIY24	2122774	15	0	59.691009	30.457481				5r2jCRtTU7iIIY24	2122774	Pavlovsk	12ookMVQUL9dlSpY_A	12598660	Tosnensky	aDx__H5TUb73RawS	2346907	Leningradskaya Oblast	gMMKN7VTUb7Dg.7SoQ	23424936	Russia	25	1	0.000002
R_823h9TVr_Tdfxh	2453101	15	0	37.330617	-122.030982				cXPORkVTUbLYF59u	2388327	Cupertino	b3n8i7RQUL_rtDiYCQ	12587712	Santa Clara	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	26	1	0.000003
7cIqvLdTWryc9WHSxg	28644242	12	0	-37.126107	175.525131				nLKNFsVTUb.zkA39	2350884	Thames	15K73F9UV7LT30vaig	55875910	Thames Coromandel District	CR3kkzZQV7rix55kVg	15021765	Waikato	X_2zAGVTUb5..jhXDw	23424916	New Zealand	27	1	0.000003
qB2VTgJTUb8XJGi5Lg	23512024	15	0	37.784986	-122.418015				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	28	2	0.000004
PXpku1lUV7LCbrx.RA	55806437	12	0	44.993289	-93.23291				1.Yp_OFTVr9R5F8T	2452078	Minneapolis	cWjUkwlQUL9HBa6HeQ	12588823	Hennepin	nQHRI5hTUb6BzMQh	2347582	Minnesota	nz.gsghTUb4c2WAecA	23424977	United States	29	1	0.000002
wV_D0UFTVL2n2Mahzw	26793678	16	0	9.031842	-79.514274				wV_D0UFTVL2n2Mahzw	26793678	Amelia Denis de Icaza	PZ1YmkxTVL1bS0Deqw	26793141	San Miguelito	EKwIqM1TUb6ES1bI	2346558	Panama	F.rMeANTUb4uhvrqgA	23424924	Panama	30	1	0.000003
o3A0yu5TULKDig	22814	14	0	51.746867	-1.235017				YNJ5JLRSU7h9LA	31278	Oxford	6FvYv7NQULyvqR7P_g	12602175	Oxfordshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	31	1	0.000002
crKWMRtTUro8VRGyhw	20094209	16	0	51.449293	-2.607997				niTM5F9QUbNtxw	13963	Bristol	8yjxsiNQULwB6GEpCg	12602180	City of Bristol	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	32	1	0.000002
dcvMjOJQULzi1B_Pkg	12679545	16	0	45.372879	9.424284				dcvMjOJQULzi1B_Pkg	12679545	Cervignano d'Adda	Dg5VHtdQV7pyBxHMfw	15022644	Lodi	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	33	1	0.000003
mc9Z.Q1TWr3DPVhZ5g	28751217	16	0	40.70401	-73.994872				.skCPTpTVr.Q3WKW	2459115	New York	CldNEG9QUL_lkqUcYA	12589335	Brooklyn	ODHTuIhTUb75gdBu	2347591	New York	nz.gsghTUb4c2WAecA	23424977	United States	34	1	0.000003
YsWArZhTUb8OZFVzGQ	23512049	14	0	37.759129	-122.426941				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	35	1	0.000002
xfcEFYhWULKtjYI	728410	16	0	52.375687	4.886271				xQ4tawtWUL1NrOY	727232	Amsterdam	nmbnjNtQUL_iOTHdPg	12592040	Amsterdam	F86XYCBTUb6DPzhs	2346379	North Holland	Exbw8apTUb6236fOVA	23424909	Netherlands	36	1	0.000002
Tdl7mpVTUb7pJrHs	2345745	11	0	32.137536	78.172531										Tdl7mpVTUb7pJrHs	2345745	Himachal Pradesh	kZ2lUVFTUb7CK_DAfA	23424848	India	37	1	0.000002
90MPpgVQULxTKsLNcQ	12679352	14	0	40.7336	13.854274				90MPpgVQULxTKsLNcQ	12679352	Forio	tUl0vjhQUL9NoPIMTg	12591829	Naples	Hyd6981WU7.Pj_Z0	7153333	Campania	5QqgvRVTUb7tSzaDpQ	23424853	Italy	38	1	0.000003
TBWrXzFTUL.szzcA	2254572	14	0	32.651209	51.670031				TBWrXzFTUL.szzcA	2254572	Esfahan				zPvi4g1TUb7nqvg4	2345787	Esfahan	.aJWOSlTUb6stinYXA	23424851	Iran	39	1	0.000003
P9kEBK1TWrjJNyTfHw	28288892	15	0	30.266279	-97.743766				t5gfyhRTUb8TQdaF	2357536	Austin	TUkRI9xQUL.OvkM5gQ	12590233	Travis	EMo2gYtTUb7oiO66	2347602	Texas	nz.gsghTUb4c2WAecA	23424977	United States	40	1	0.000002
bA4plc1TWrjkbeTaEQ	28288884	16	0	30.224763	-97.724359				t5gfyhRTUb8TQdaF	2357536	Austin	TUkRI9xQUL.OvkM5gQ	12590233	Travis	EMo2gYtTUb7oiO66	2347602	Texas	nz.gsghTUb4c2WAecA	23424977	United States	41	1	0.000002
rITcM6JWU73.EUk	717171	16	0	45.602283	8.90989				rITcM6JWU73.EUk	717171	Legnano	s74hs3JQUL.eVayfFw	12591813	Milan	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	42	1	0.000003
CK3kdMFQULyjRyxMnA	12696019	16	0	52.999638	-0.414959				CK3kdMFQULyjRyxMnA	12696019	North Kesteven District	_5Vvt4RQULyXW9vVeA	12602145	Lincolnshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	43	1	0.000003
k0a6g7tWWrmu9WE	783879	15	0	47.356414	8.550957				ui1_E8pWWr43A18	784794	Zurich	DbGkB_9QUL_kJkiPOA	12593130	Zürich	UQXP2bFTUb60UhOc	2347107	Canton of Zurich	HfSZnNxTUb7.Mo5Vpg	23424957	Switzerland	44	1	0.000002
Oc0MVktTVr1JQ7P5	2475687	9	0	45.520781	-122.659606				Oc0MVktTVr1JQ7P5	2475687	Portland	f.DxheVQUL_EJ3Lt7Q	12589717	Multnomah	nWffZiZTUb4mWuFa	2347596	Oregon	nz.gsghTUb4c2WAecA	23424977	United States	45	1	0.000003
oyb6ObBQULxt1Kq1Mw	12675698	16	0	41.836584	12.465668				oyb6ObBQULxt1Kq1Mw	12675698	Rome	ulFfr5NQUL_oGbguvQ	12591802	Rome	Txy_tk1WU79uo4MR	7153336	Lazio	5QqgvRVTUb7tSzaDpQ	23424853	Italy	46	3	0.000006
OettImJTU7xXz6w8	2165352	12	0	22.274879	114.17962				OettImJTU7xXz6w8	2165352	Hong Kong				eYM38GNTVr3JOIFXtA	24703007	Hong Kong Island	4Jji9AVTVrLRrBR9Zg	24865698	Hong Kong	47	1	0.000002
w._AYAJTUrpsS.M3xw	20089577	16	0	51.510214	-0.12911				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	48	1	0.000002
Zh.Ho21TW7njGSH_7Q	29306548	16	0	56.062117	12.559722				Zh.Ho21TW7njGSH_7Q	29306548	Ny Hellebæk	YdFJSZxQUL8AoQm26g	12582653	Helsingør	RpwHf.hTWrlovyIl3w	28362583	Hovedstaden	wzcKZZdTUb7wa1WOFw	23424796	Denmark	49	1	0.000002
DPTeI0RQULyCIScQSQ	12678921	10	0	45.798887	12.034835				DPTeI0RQULyCIScQSQ	12678921	Cornuda	jLTOuplQUL_LDj2juw	12591811	Treviso	YSDSzHFWU7.yQTRv	7153349	Veneto	5QqgvRVTUb7tSzaDpQ	23424853	Italy	50	2	0.000004
nOQQ5nhQULyfDOsHZg	12654827	15	0	48.856639	2.351288				EsIQUYZXU79_kEA	615702	Paris	.tpTHPFQUL.gM81.cQ	12597155	Paris	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	51	2	0.000004
43SQ_f1YU73NRb4	917485	16	0	50.411502	30.664376				43SQ_f1YU73NRb4	917485	Bortnichi				x_S8hZFTUrpE2RLY0Q	20070188	Kiev City Municipality	sw.0lC9TUb5azUREDQ	23424976	Ukraine	52	1	0.000002
qMGDlllUV7IQa5UyEg	55806423	16	0	44.945046	-93.214402				1.Yp_OFTVr9R5F8T	2452078	Minneapolis	cWjUkwlQUL9HBa6HeQ	12588823	Hennepin	nQHRI5hTUb6BzMQh	2347582	Minnesota	nz.gsghTUb4c2WAecA	23424977	United States	53	1	0.000003
sSyk2MlYWr4L	9848	14	0	48.481811	-123.359405				sSyk2MlYWr4L	9848	Victoria	r_AywM1TW7lu1BecGA	29375156	Capital	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	54	1	0.000003
DynKoqFTUb6KGbPl	2345719	5	0	-7.609004	110.269775										DynKoqFTUb6KGbPl	2345719	Special Region of Yogyakarta	QZY1SiRTUb674.n_LA	23424846	Indonesia	55	2	0.000004
xH6s13lTUb4opQ0n	2345238	5	0	24.146753	32.937011										xH6s13lTUb4opQ0n	2345238	Aswan	QXJrdeNTUb6MYrcvXQ	23424802	Egypt	56	1	0.000003
b7crjzVTVLujLTrT8w	26198359	16	0	26.00435	108.642181							b7crjzVTVLujLTrT8w	26198359	Qiandongnan Miaozu Dongzu	8gCFQIVQUL_kuD1dAg	12578007	Guizhou	MH3w3ENTUb45a2.GqA	23424781	China	57	1	0.000002
F93aLppWWrs1cTQ	781567	15	0	47.413351	8.540453				ui1_E8pWWr43A18	784794	Zurich	DbGkB_9QUL_kJkiPOA	12593130	Zürich	UQXP2bFTUb60UhOc	2347107	Canton of Zurich	HfSZnNxTUb7.Mo5Vpg	23424957	Switzerland	58	1	0.000003
lcIrXYtVUbJ2Jw	43827	16	0	53.800132	-1.551499				XJt5lwxTVLpGdA	26042	Leeds	AdI_EWRQULzhtN55nw	12602197	West Yorkshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	59	1	0.000002
BjVxeKdVU7z_Fw	41676	16	0	51.49634	-0.143843				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	60	2	0.000004
A3blItpSV7IX4w	35801	16	0	52.802891	-2.118977				A3blItpSV7IX4w	35801	Stafford	eG6hDJhQULz9DbdEJg	12602189	Staffordshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	61	1	0.000002
WCNjKn5YVb8LCrA	975682	16	0	50.847393	4.360456				b_4P.TNYVLL65Ls	968019	Bruxelles	rN6vx6NQUL9GLPFzvw	12591762	Brussel Hoofdstad	XgOq1xdUV7OlE4LmsQ	55965974	Capital Region of Brussels	KAx7uAdTUb4BXhB.8Q	23424757	Belgium	62	1	0.000002
ZiVMS8RTWr1H7viIJA	28745391	13	0	41.309083	-76.275887				ZiVMS8RTWr1H7viIJA	28745391	Fairmount	EmJztz9QUL_JXzYcSg	12589767	Luzerne	fGSdmohTUb6YMlQa	2347597	Pennsylvania	nz.gsghTUb4c2WAecA	23424977	United States	63	1	0.000002
MqqSTjNWU7PaH38	719975	16	0	44.806491	10.345215				MqqSTjNWU7PaH38	719975	Parma	tA4IuyRQUL8bK72Mhw	12591865	Parma	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	64	2	0.000004
B..sYDlSV7rfAA	35073	16	0	52.953424	-1.143752				db8KHYBSUr27Ug	30720	Nottingham	x636CX1QULwng7z2qw	12602147	Nottinghamshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	65	1	0.000002
NYnfM8pTVr.18JCp	2457306	16	0	34.057174	-118.238092				7Z5HMmpTVr4VzDpD	2442047	Los Angeles	.D8LiGdQUL_LN4aBcw	12587688	Los Angeles	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	66	1	0.000002
U.L0U2RQUb2zHg	13781	13	0	51.619935	0.298519				U.L0U2RQUb2zHg	13781	Brentwood	jtIudfVQULywd_3HbA	12602168	Essex	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	67	1	0.000003
Iq2oQgpQU7qg26nm	1103816	15	0	-37.813242	144.970393				Iq2oQgpQU7qg26nm	1103816	Melbourne				Md6gZhpTUb6Su6DT	2344705	Victoria	3fHNxEZTUb4mc08chA	23424748	Australia	68	2	0.000004
BDnnlv1TUrrOcQBb5w	20091963	12	0	53.116129	-2.739715				BDnnlv1TUrrOcQBb5w	20091963	Newtown	zBrGjMpQULzh8f.XhQ	12602157	Cheshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	69	1	0.000003
UnbCBaBTUrgQAmjgrA	20220085	15	0	41.411867	2.173275				p.gvf6dWV7k1Gpg	753692	Barcelona	ryk5Tt5QULwqbhVKIw	12602124	Barcelona	buY2USBQUL8KB8CtqQ	12578034	Catalonia	oVKj1ohTUb5V1poSBg	23424950	Spain	70	2	0.000004
s_YtXB9UV7KMG1jJ_A	55861285	16	0	41.831599	-71.416191				ReEmSCRTVr1dzs5.	2477058	Providence	1Kibc.NQUL8cDbHHxw	12589798	Providence	0GqViiNTUb7Uc0pk	2347598	Rhode Island	nz.gsghTUb4c2WAecA	23424977	United States	71	1	0.000003
3PMyAH5QUL42Bw	12475	16	0	51.529081	-0.055055				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	72	1	0.000003
SIiRGKdWV7uXOrQ	751768	16	0	40.479826	-3.374841				SIiRGKdWV7uXOrQ	751768	Alcala de Henares	tbbWAcFQULxlR.kpfA	12602090	Madrid	z1N32XdQUL_NGlw7Tw	12578024	Madrid	oVKj1ohTUb5V1poSBg	23424950	Spain	73	1	0.000002
76Om5tFTWrhoimpfpw	28297366	16	0	41.889331	-87.623294				prbd60NTUb2haaDH	2379574	Chicago	O2QpKXJQUL_LHzYxYQ	12588093	Cook	BQEHmddTUb5GBtTz	2347572	Illinois	nz.gsghTUb4c2WAecA	23424977	United States	74	1	0.000002
iZ91ILFTVLL4Z3hRwg	26822795	16	0	50.938418	6.954072				MlfeddJXVL2KttM	667931	Cologne	1NgrUUxQUL8rtSTtpw	12597059	Cologne	RoiqFqRTUb6tlYAO	2345487	North Rhine-Westphalia	h7eZVDlTUb50Btij9Q	23424829	Germany	75	3	0.000005
sFTZ7G9QVr1rlQ	14791	15	0	54.982723	-1.582846				X9sTR3BSUrqorQ	30079	Newcastle upon Tyne	myqh27pQULzLWcg7Kg	12602156	Tyne and Wear	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	76	1	0.000003
OtBS.PpTU7g9TblR	2123260	12	0	59.985593	30.344066				OtBS.PpTU7g9TblR	2123260	St. Petersburg	P5919EhQUL.ua24QEA	12598654	St. Peterburg	ufBbjAZTUroBm1Enww	20070507	St. Peterburg	gMMKN7VTUb7Dg.7SoQ	23424936	Russia	77	2	0.000004
SobZzT1TVrN.aBdU	2490207	16	0	26.189552	-80.094741				yj_1IvlTVrpwq_CN	2405797	Fort Lauderdale	Axjc_39QUL9PH2kbyg	12587808	Broward	IPbJb2lTUb4Y7tKw	2347568	Florida	nz.gsghTUb4c2WAecA	23424977	United States	78	1	0.000003
UVL5sG5TWrgKExcOWg	28296947	14	0	34.052339	-118.23718				7Z5HMmpTVr4VzDpD	2442047	Los Angeles	.D8LiGdQUL_LN4aBcw	12587688	Los Angeles	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	79	1	0.000003
lpI0LHNYUrzycL0	906650	16	0	57.617408	11.785497				lpI0LHNYUrzycL0	906650	Styrsö	IuoJRtpQUL.ATyf1dA	12587233	Gothenburg	X4mFWfRTUroIe7j4qw	20070562	Vastra Gotaland	mibsDc9TUb5EaJuQAQ	23424954	Sweden	80	2	0.000004
bIDw3tNTVLmESaK1Qg	26332807	14	0	49.277226	-123.112449				lOfvpopYWrrC	9807	Vancouver	emTQ4FlTW7nupnbp2Q	29375222	Greater Vancouver	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	81	1	0.000002
RxqMHL1QULy6hFMmNQ	12677731	14	0	44.142828	12.050671				RxqMHL1QULy6hFMmNQ	12677731	Forli	w4s2sp1QUL_IN0AxYg	12591887	Forli-Cesena	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	82	1	0.000002
n9Iq8vpTVLnVMHSuxQ	26332362	15	0	43.745103	-79.472479				6SULVp5VU7vq	4118	Toronto	PvbFVUxTW7kikudbuA	29375205	Toronto	KAOZv3VTUb6vc1Fc	2344922	Ontario	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	83	1	0.000002
B4KlpY1UVb8wkXs	575609	16	0	43.521107	5.424853				B4KlpY1UVb8wkXs	575609	Aix	M.j2FLVQUL_6T_tHUA	12597199	Bouches-du-Rhone	qF9JjcZWU7.fN6Gy	7153328	Provence-Alpes-Cote d'Azur	lbWye9tTUb6GOcp80w	23424819	France	84	1	0.000003
EEVFgW5TUb6Xx.6E	2345843	6	0	36.288563	44.692382										EEVFgW5TUb6Xx.6E	2345843	Arbil	_VDp6axTUb60wPT4Hw	23424855	Iraq	85	1	0.000003
f.kEWvRTVr1SJ572	2471020	16	0	45.374895	-84.960842				f.kEWvRTVr1SJ572	2471020	Petoskey	f1ec.11QUL_rdD4hHA	12588737	Emmet	XrEivL1TUb46TSNK	2347581	Michigan	nz.gsghTUb4c2WAecA	23424977	United States	86	1	0.000002
IZfzAaFWWr7jOO0	784724	16	0	47.399199	8.514812				ui1_E8pWWr43A18	784794	Zurich	DbGkB_9QUL_kJkiPOA	12593130	Zürich	UQXP2bFTUb60UhOc	2347107	Canton of Zurich	HfSZnNxTUb7.Mo5Vpg	23424957	Switzerland	87	1	0.000002
N3jvILVTVrlm9r89	2430458	16	0	19.36044	-154.969958				N3jvILVTVrlm9r89	2430458	Kaimu	9uNcqZdQUL_sjcC7Pg	12588029	Hawaii	.w5lRUZTUb5xnIgm	2347570	Hawaii	nz.gsghTUb4c2WAecA	23424977	United States	88	1	0.000003
WGEaSGZTUb0_H9bMew	23701345	16	0	59.931008	10.750384				QAkFKjxZVLgK0Y0	862592	Oslo	mlLvXHZZVL8seO4	865320	Bydel St. Hanshaugen	wcAfH9FTUb5hN3ak	2346395	Oslo Fylke	.w.HEL1TUb59cTCREg	23424910	Norway	89	1	0.000002
3AAK_u9QULweYIPshQ	12637805	15	0	47.796047	3.577294				3AAK_u9QULweYIPshQ	12637805	Auxerre	njwpR1dQUL8H6pZXZw	12597133	Yonne	rViIj_RWU7.Mv8SY	7153312	Burgundy	lbWye9tTUb6GOcp80w	23424819	France	90	1	0.000003
Dcuap7RTUL3LVHzJqQ	22723918	16	0	-23.595531	-46.68771				0RylrWxVV79p49E	455827	Sao Paulo	0Cr2VGtQUL90cdamqg	12582314	São Paulo	RANHF.pTUb7n07l1	2344868	Sao Paulo	xQfoS31TUb6eduaTWQ	23424768	Brazil	91	1	0.000003
W_mqRjxVVLJZb3A	468052	10	0	-34.857763	-56.229057				W_mqRjxVVLJZb3A	468052	Montevideo				JRBXdEhTUb7BHE43	2347649	Montevideo	QbSTTchTUb6zoFnlKQ	23424979	Uruguay	92	2	0.000004
