# NodeID	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Attribute9	Attribute10	Attribute11	Attribute12	Attribute13	Attribute14	Attribute15	Attribute16	Attribute17	Attribute18	Attribute19	Attribute20	_id	OutDeg	Pagerank
lCArqUxQULy01C12CA	12695953	12	0	51.603625	-2.225503				lCArqUxQULy01C12CA	12695953	Cotswold District	EviWS2hQULxdX6YHUw	12602184	Gloucestershire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	263	1	0.000002
N8_D7KxWW7rH6as	790120	15	0	50.086363	14.395372				EdMZdzlWW7zUBG8	796597	Prague	2YH11OpQUL_RUiszgA	12582589	Prague	L9tJ2elTUro9dIjzTg	20070472	Hlavni mesto Praha	5iL78XNTUb6Q0TIacg	23424810	Czech Republic	264	1	0.000002
hE.etXRQUL_7Bo8zxw	12589259	6	0	40.925964	-74.091796							hE.etXRQUL_7Bo8zxw	12589259	Bergen	nVSe..xTUb7IMfh0	2347589	New Jersey	nz.gsghTUb4c2WAecA	23424977	United States	265	2	0.000004
Z0HTr1pWVL4rV78	764746	16	0	28.294839	-16.564625				Z0HTr1pWVL4rV78	764746	Las Llanadas	LBCyvdpQULyeaK5FUA	12602109	Santa Cruz de Tenerife	68ErbplQUL9lSCDKBw	12578031	Canary Islands	oVKj1ohTUb5V1poSBg	23424950	Spain	266	1	0.000002
0ec9E9pTWrhJ3xaMpQ	28288770	16	0	42.359733	-71.058176				5MvaTZJTUbx1uPnP	2367105	Boston	VWDpFBNQUL.4PrJx4A	12588712	Suffolk	.q5NMwBTUb5TMxKc	2347580	Massachusetts	nz.gsghTUb4c2WAecA	23424977	United States	267	1	0.000003
u_9A__VTUb8rDsUf	2357354	16	0	30.38382	-91.06533				SyAxzVJTUb._jhuS	2359991	Baton Rouge	s9zY6btQUL8nnCSXaQ	12588612	East Baton Rouge Parish	Kw3UkutTUb4f3eZc	2347577	Louisiana	nz.gsghTUb4c2WAecA	23424977	United States	268	1	0.000002
58K8P0NTVrqw5ZYm	2407399	15	0	47.649127	-122.34642				uiZgkRVTVrMaF2cP	2490383	Seattle	e4JdbCFQUL8iSf0rtg	12590456	King	jyADg3RTUb65Hnbj	2347606	Washington	nz.gsghTUb4c2WAecA	23424977	United States	269	1	0.000003
hho0TQhTVrJxQzI3	2489025	15	0	27.275133	-82.568435				hho0TQhTVrJxQzI3	2489025	Sarasota	5ofl4KhQUL9yAldy8A	12587858	Sarasota	IPbJb2lTUb4Y7tKw	2347568	Florida	nz.gsghTUb4c2WAecA	23424977	United States	270	1	0.000002
KAnA.EJSUbqOXg	33051	13	0	53.017932	-1.175408				KAnA.EJSUbqOXg	33051	Redhill	x636CX1QULwng7z2qw	12602147	Nottinghamshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	271	1	0.000003
JCXXkPRTWrN67Q	28984	12	0	54.482206	-3.084411				JCXXkPRTWrN67Q	28984	Millbeck	.u3aLltQULy_XqQHCA	12602148	Cumbria	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	272	1	0.000003
gy.0zRRQULzkstp8tw	12695011	16	0	42.197221	-8.792863				gy.0zRRQULzkstp8tw	12695011	Vigo	.aaDulBQULwGz29Y8w	12602133	Pontevedra	2Gc4.npQUL.Ob3tBjg	12578036	Galicia	oVKj1ohTUb5V1poSBg	23424950	Spain	273	1	0.000002
6v80h4FYVrl8c0I	943828	12	0	43.872281	18.445615				6v80h4FYVrl8c0I	943828	Sarajevo	qp7V52hTW7kDGVRc6A	29389657	Sarajevski Kanton	KKtnD_pTVr9TJ.JNHA	24549661	Federacija Bosne I Hercegovine	YGgrNINTUb4QB6.Jvg	23424761	Bosnia and Herzegovina	274	1	0.000002
PqMuKFNSVr6x	3445	16	0	46.754762	-71.647392				PqMuKFNSVr6x	3445	Pont-Rouge	eqBgq3tTW7nM0dW6Qg	29375087	Portneuf	dSpA1ldTUb7syPFr	2344924	Quebec	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	275	1	0.000003
3Vtyme1UV7JOppk9_A	55864627	16	0	41.887238	-87.758359				prbd60NTUb2haaDH	2379574	Chicago	O2QpKXJQUL_LHzYxYQ	12588093	Cook	BQEHmddTUb5GBtTz	2347572	Illinois	nz.gsghTUb4c2WAecA	23424977	United States	276	2	0.000004
HG6TfixUV7Ow2HmE6g	55925594	16	0	13.033936	80.2699				NByFv09TULMH5bwO	2295424	Chennai	c4eTOvVQUL_zM8zQQA	12586677	Chennai	nv4qTv5TUb7G5DGd	2345758	Tamil Nadu	kZ2lUVFTUb7CK_DAfA	23424848	India	277	1	0.000002
HtvfRmpUVLwGqvw	566473	13	0	62.237452	25.763754				HtvfRmpUVLwGqvw	566473	Jyvaskyla	vLvsQ1pTW7k54xtBYA	29389258	Central Finland	uI_F_p5QUL8yzBja_Q	12577866	Western Finland	5ryEXkVTUb66Tnx33g	23424812	Finland	278	1	0.000002
Hn3KK6xTUL.q3hwR	2251945	10	0	35.679051	51.421508				Hn3KK6xTUL.q3hwR	2251945	Tehran				pc9Ss8JTUb4uoU4v	2345785	Tehran	.aJWOSlTUb6stinYXA	23424851	Iran	279	1	0.000002
Z5WETSBTWrgn9hE68A	28288875	16	0	35.158183	-90.055103				SnL4qv1TVr4RmNxb	2449323	Memphis	Svc7lW1QUL94_ZPIhQ	12589990	Shelby	PgNbvuhTUb5yTgXh	2347601	Tennessee	nz.gsghTUb4c2WAecA	23424977	United States	280	1	0.000002
DafigD5TVrn_M2.Y	2434274	16	0	32.783423	-117.040303				DafigD5TVrn_M2.Y	2434274	La Mesa	jomuPC9QUL_Ei9HSMA	12587706	San Diego	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	281	1	0.000003
YhwRLwBYVL3wc6E	967137	15	0	51.180044	4.412791				vtp.Wu1YVLy7b20	966591	Antwerp	.lu9kRVQUL9Z0EsfBQ	12591760	Antwerp	DG1NOEBWU7.dDBJG	7153308	Antwerp	KAx7uAdTUb4BXhB.8Q	23424757	Belgium	282	1	0.000002
zQGQ84RTWrgUVMbGTQ	28288774	15	0	39.285394	-76.610991				4SFEDvdTUb8EVcKC	2358820	Baltimore	5dfQJtBQUL._Y0UdfQ	12588679	Baltimore City	hcB5icNTUb4v8pAc	2347579	Maryland	nz.gsghTUb4c2WAecA	23424977	United States	283	1	0.000003
8aTKHnFSVrO7GYU	349878	12	0	-29.962519	-71.31895				8aTKHnFSVrO7GYU	349878	Coquimbo	sBsoao5TVL3l0jIVcg	26793995	Elqui Province	bCJIVlBTUb5s6oIO	2345024	Coquimbo Region	FvjOFOJTUb63qNmf5g	23424782	Chile	284	1	0.000003
lkMoDoBTUL3QAYhylg	22724104	12	0	41.031521	28.989315				l02DEdJTUb5XGlLZ	2344116	Istanbul	hwFwGbJTW7kYvtqFmQ	29390475	Kartal	SlXpmNdTUb7UklFi	2347289	Istanbul	aaobVhlTUb58c3KqSA	23424969	Turkey	285	1	0.000002
Ip.CLUlSV71zOA	35723	15	0	51.519552	-0.164355				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	286	1	0.000004
q2_LxE5UV7Kekm.qgA	55864624	16	0	41.940219	-87.651844				prbd60NTUb2haaDH	2379574	Chicago	O2QpKXJQUL_LHzYxYQ	12588093	Cook	BQEHmddTUb5GBtTz	2347572	Illinois	nz.gsghTUb4c2WAecA	23424977	United States	287	2	0.000004
Jt7QzKhTVr_v_YYw	2459807	16	0	43.095929	-79.055289				Jt7QzKhTVr_v_YYw	2459807	Niagara Falls	APHAbC9QUL.snTu6bQ	12589343	Niagara	ODHTuIhTUb75gdBu	2347591	New York	nz.gsghTUb4c2WAecA	23424977	United States	288	1	0.000002
vnCURG5WVLislaU	762420	16	0	40.967391	-5.470247				vnCURG5WVLislaU	762420	Huerta	GriQ3FNQULxDBkXM0g	12602119	Salamanca	OTZEH69QUL.4uFJGYQ	12578033	Castille and Leon	oVKj1ohTUb5V1poSBg	23424950	Spain	289	1	0.000003
rv8JarNTUb8_iZpCxg	23512095	16	0	38.911518	-77.046883				aKGrC25TV7vTJcir	2514815	Washington	r7KcVlZQUL8J2lfjCQ	12587802	District of Columbia	.9.rXhhTUb5eYUuK	2347567	District of Columbia	nz.gsghTUb4c2WAecA	23424977	United States	290	1	0.000003
x0nd.H9UV7ITWk.eoQ	55806204	16	0	37.800666	-122.324833				4b1CTpRTVrxzIJJH	2463583	Oakland	1IvHpmpQUL8ZId.pmA	12587670	Alameda	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	291	1	0.000002
Dqd8n29TWrgqng	28218	10	0	53.479873	-2.24327				Dqd8n29TWrgqng	28218	Manchester	CEt642NQULz2nl7WPA	12602158	Greater Manchester	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	292	2	0.000004
49Gidk1WU7JxrFY	718345	14	0	45.454907	9.204869				49Gidk1WU7JxrFY	718345	Milan	s74hs3JQUL.eVayfFw	12591813	Milan	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	293	3	0.000005
dEVoBzhTW7gN811P2g	29229331	15	0	30.276654	-97.700643				t5gfyhRTUb8TQdaF	2357536	Austin	TUkRI9xQUL.OvkM5gQ	12590233	Travis	EMo2gYtTUb7oiO66	2347602	Texas	nz.gsghTUb4c2WAecA	23424977	United States	294	1	0.000002
jdQKpj9TWrhrcDtVBg	28297385	9	0	41.874673	-87.650299				prbd60NTUb2haaDH	2379574	Chicago	O2QpKXJQUL_LHzYxYQ	12588093	Cook	BQEHmddTUb5GBtTz	2347572	Illinois	nz.gsghTUb4c2WAecA	23424977	United States	295	1	0.000002
CKLsUDBTUL0O2.8BEA	22726480	13	0	-36.897709	174.786128				hddaVVdTUb7tdABf	2348079	Auckland	bRzwje9UV7I.CCmLYA	55875921	Auckland City	XIVOdI5QV7pepC5JCA	15021756	Auckland	X_2zAGVTUb5..jhXDw	23424916	New Zealand	296	2	0.000004
rNmL7SJQVbsHmQ	17117	14	0	50.389751	-4.086785				JHdyrJ5SULuc5g	32185	Plymouth	HpUORS5QULziDVXaaQ	12602182	Devon	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	297	1	0.000003
y52rQVRWU79UurYV	7153351	5	0	43.117024	141.25122										y52rQVRWU79UurYV	7153351	Hokkaido Prefecture	W3QedCZTUb5Ez.rF.Q	23424856	Japan	298	5	0.000009
r_6apshTULNdAZ5h	2295019	16	0	28.553352	77.258638				r_6apshTULNdAZ5h	2295019	New Delhi				GKBH7gRTUrr3.lU9Sw	20070458	Delhi	kZ2lUVFTUb7CK_DAfA	23424848	India	299	1	0.000002
iuNniR1TW7kvn2.JLg	29375228	16	0	53.463742	-113.618706							iuNniR1TW7kvn2.JLg	29375228	Alberta	aZe42J5TUb6mIiaJ	2344915	Alberta	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	300	2	0.000004
5h6XwkhUV7Lk.FNwBA	55857728	15	0	38.807376	-77.065207				J9X25w1TUb_hJtim	2353019	Alexandria	08SuJppQUL8P6GfmlA	12590306	Alexandria City	pPrhG7VTUb6SbYO.	2347605	Virginia	nz.gsghTUb4c2WAecA	23424977	United States	301	1	0.000002
JCAQLwRTVrksC9Cl	2431415	16	0	25.672425	-80.372714				JCAQLwRTVrksC9Cl	2431415	Kendall	bo6KOIpQUL_MOsMimw	12587815	Miami-Dade	IPbJb2lTUb4Y7tKw	2347568	Florida	nz.gsghTUb4c2WAecA	23424977	United States	302	1	0.000002
rNljTI9TVLK5UMfarA	26809207	12	0	10.178851	-84.238529				rNljTI9TVLK5UMfarA	26809207	San Juan	mCqaLEtTVLLDncDmiA	26808838	Poás	afDA5CtTUb7xdXOE	2345082	Alajuela	Z_eTmVZTUb7e7A086Q	23424791	Costa Rica	303	1	0.000003
ozCyQHFTWrhtQLwd3w	28288707	15	0	37.77666	-122.417381				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	304	1	0.000003
52t2WINQWrzZ	1864	15	0	45.458414	-73.565536				nY7EoSRSV7kW	3534	Montreal	D8x2nD5TW7mCt77vJw	29375198	Montréal	dSpA1ldTUb7syPFr	2344924	Quebec	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	305	1	0.000002
rdGPHuRQULxck5UyNQ	12679063	12	0	39.347241	8.963813				rdGPHuRQULxck5UyNQ	12679063	Decimomannu	A2TlLI9QUL_T0UOUig	12591836	Cagliari	i9H3bq9WU7_rB3T7	7153343	Sardinia	5QqgvRVTUb7tSzaDpQ	23424853	Italy	306	1	0.000002
.57BSQxQV7i0wyj6	1522734	16	0	30.057098	31.2272				eWBYcHZQV7jMOZ5W	1521894	Cairo				j6cro09TUb4esc53	2345233	Al Qahirah	QXJrdeNTUb6MYrcvXQ	23424802	Egypt	307	1	0.000003
36i2ieFQU7uqDINu	1118550	11	0	35.322548	139.550056				36i2ieFQU7uqDINu	1118550	Yokohama-shi				nlIY3ftTUb58VPYi	2345868	Kanagawa Prefecture	W3QedCZTUb5Ez.rF.Q	23424856	Japan	308	1	0.000003
rv..7F9WVbmcPu0	773998	16	0	42.87986	-8.544311				rv..7F9WVbmcPu0	773998	Santiago	JKsgf0hQULyLaDjJPg	12602130	Corunna	2Gc4.npQUL.Ob3tBjg	12578036	Galicia	oVKj1ohTUb5V1poSBg	23424950	Spain	309	2	0.000004
3PNvRuFQV7szL.o	151112	12	0	19.418192	-97.010993				3PNvRuFQV7szL.o	151112	Xico	.lfGinFQULwecwWZxA	12601916	Xico	9fSuL4xTUb5XxSqJ	2346293	Veracruz-Llave	S._RoQ1TUb4WzNIdpA	23424900	Mexico	310	1	0.000002
GXVwrudTULLx.t4r	2287528	16	0	13.001465	80.263956				NByFv09TULMH5bwO	2295424	Chennai	c4eTOvVQUL_zM8zQQA	12586677	Chennai	nv4qTv5TUb7G5DGd	2345758	Tamil Nadu	kZ2lUVFTUb7CK_DAfA	23424848	India	311	1	0.000002
qHXO4BJQULjGMpjm	1225448	16	0	13.723798	100.753207				qHXO4BJQULjGMpjm	1225448	Bangkok				M5m9OfxTUb4j2piE	2347165	Bangkok	vsDe1u5TUb7Tju1VzA	23424960	Thailand	312	1	0.000002
gUgfGm9TUb7ZwsT_3Q	23405764	11	0	49.333848	-123.171844				gUgfGm9TUb7ZwsT_3Q	23405764	West Vancouver	emTQ4FlTW7nupnbp2Q	29375222	Greater Vancouver	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	313	1	0.000002
lux4W2RTUbzM8QyH	2368500	14	0	48.725411	-105.423002							avqBa3BQUL_2RqawvQ	12589090	Daniels	Qtw4NitTUb7dsF0j	2347585	Montana	nz.gsghTUb4c2WAecA	23424977	United States	314	1	0.000002
QAUbW2pWU70PUHI	717286	16	0	41.736647	12.252969				QAUbW2pWU70PUHI	717286	Lido di Roma	ulFfr5NQUL_oGbguvQ	12591802	Rome	Txy_tk1WU79uo4MR	7153336	Lazio	5QqgvRVTUb7tSzaDpQ	23424853	Italy	315	2	0.000005
sIQMEddTWr0gseSlOg	28751216	16	0	37.343737	-121.908845				BG4MINxTVrLjdwou	2488042	San Jose	b3n8i7RQUL_rtDiYCQ	12587712	Santa Clara	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	316	1	0.000002
acayoa5VVL8g2OE	465182	12	0	-33.754174	-59.940547				acayoa5VVL8g2OE	465182	Colonia Vélaz	z_uz7U1TUrrWviLPHA	20070617	Ramallo	thCgStxTUb4Npad2	2344675	Buenos Aires	lvIrTvtTUb6d8j.uQQ	23424747	Argentina	317	1	0.000003
LbsT0T9QULyzTCBQ9g	12696209	12	0	55.462085	-4.627955				LbsT0T9QULyzTCBQ9g	12696209	South Ayrshire	A13iC6tQULxVrNYeMQ	12602207	Strathclyde	tJEgy8VQUL8nXf9pFQ	12578048	Scotland	cnffEpdTUb5v258BBA	23424975	United Kingdom	318	1	0.000002
n1gD0_xQUL.I3Wh1Kg	12587564	12	0	60.646598	-148.686475							n1gD0_xQUL.I3Wh1Kg	12587564	Kenai Peninsula Borough	b_WIPQFTUb5YM9kc	2347560	Alaska	nz.gsghTUb4c2WAecA	23424977	United States	319	1	0.000003
o3n098pWULiqnNV3	7225347	12	0	-35.292149	149.135799				tZgex5FQU7qGyrFs	1100968	Canberra				WYYj6RVTUb65MUPT	2344699	Australian Capital Territory	3fHNxEZTUb4mc08chA	23424748	Australia	320	1	0.000003
yBbg78VVUbmjnA	43322	16	0	51.496019	-0.267266				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	321	1	0.000003
61.VX.tTVrjKqJeY	2424766	9	0	29.754243	-95.38124				61.VX.tTVrjKqJeY	2424766	Houston	s0314ZdQUL9jrMEYvg	12590107	Harris	EMo2gYtTUb7oiO66	2347602	Texas	nz.gsghTUb4c2WAecA	23424977	United States	322	1	0.000002
BPfoJmlQUL8JcHDn4Q	12596838	8	0	52.519563	13.373107							BPfoJmlQUL8JcHDn4Q	12596838	Stadtkreis Berlin	uxEOtndTUb4nLR9E	2345496	Berlin	h7eZVDlTUb50Btij9Q	23424829	Germany	323	1	0.000002
FKMd1QlTUbwQF3vp	2360416	16	0	41.700361	-71.374289				0oNe9sxTV7sJ8Fn4	2514537	Warwick	H7J95nNQUL.3aLw4Zw	12589796	Kent	0GqViiNTUb7Uc0pk	2347598	Rhode Island	nz.gsghTUb4c2WAecA	23424977	United States	324	1	0.000002
QvWOw_hTWr9pl9BXsA	28586192	10	0	-32.282778	150.069122				QvWOw_hTWr9pl9BXsA	28586192	Mogo	ZmHX7oNUV7KZwYguSg	55863801	Mid-western Regional	2X2nIstTUb5_0uWe	2344700	New South Wales	3fHNxEZTUb4mc08chA	23424748	Australia	325	1	0.000003
ZeiqPCRTWrho47lm2A	28288711	16	0	37.788776	-122.41206				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	326	3	0.000006
Eeq_PLJTVrlZUj8x	2437819	15	0	35.591293	-82.550842				y5WBcnRTUb99c.K8	2356566	Asheville	HHP9nAhQUL_22aRKAQ	12589384	Buncombe	3Xw_xEBTUb5puUMm	2347592	North Carolina	nz.gsghTUb4c2WAecA	23424977	United States	327	1	0.000002
9bQqh4JVVr5RVw	44417	16	0	51.500768	-0.123928				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	328	3	0.000005
U2jOF_pTWrzs6rcR.Q	28643991	12	0	-37.954214	175.260257				U2jOF_pTWrzs6rcR.Q	28643991	Paterangi	w8SaerdUV7IvxyoYmQ	55875913	Waipa District	CR3kkzZQV7rix55kVg	15021765	Waikato	X_2zAGVTUb5..jhXDw	23424916	New Zealand	329	1	0.000003
jomuPC9QUL_Ei9HSMA	12587706	14	0	32.733104	-117.14713							jomuPC9QUL_Ei9HSMA	12587706	San Diego	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	330	2	0.000004
vTnubXRTUbPxfdVt	2398702	15	0	38.36451	-75.934635				vTnubXRTUbPxfdVt	2398702	Elliott	6SFloCRQUL_VBrYyjg	12588685	Dorchester	hcB5icNTUb4v8pAc	2347579	Maryland	nz.gsghTUb4c2WAecA	23424977	United States	331	2	0.000004
A4KhcS9TUrvkbCpJtg	20139584	14	0	44.060236	12.564411				A4KhcS9TUrvkbCpJtg	20139584	Rivabella	5MTHIt9QV7ppzZ3rhA	15022641	Rimini	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	332	1	0.000002
5cMu0exTUrq7sNdyqg	20063950	15	0	51.91898	4.47165				lhM3WGRWUbndGLo	733075	Rotterdam	B0okv3lQUL8MvXfLPg	12592374	Rotterdam	jv28O8hTUb4BVhxu	2346383	South Holland	Exbw8apTUb6236fOVA	23424909	Netherlands	333	1	0.000002
GfIdhlJQUrwfTg	10632	13	0	53.372883	-2.899274				vwF7wVFTVL3b3g	26734	Liverpool	LdxtuVVQULzMunCyJQ	12602161	Merseyside	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	334	1	0.000002
ZnXJoxpSUbjorcA	332687	12	0	-31.698669	-65.019836				ZnXJoxpSUbjorcA	332687	Tránsito de San Alberto	_bta0ktTUrr65xZuJQ	20070766	San Alberto	pNoNdRhTUb6KrG1h	2344679	Cordoba	lvIrTvtTUb6d8j.uQQ	23424747	Argentina	335	1	0.000002
wsoY6N1WV7K3axI	758877	16	0	42.895193	-2.8939				wsoY6N1WV7K3axI	758877	Echávarri de Cuartango	s1CkE_pQULxT6TXNAw	12602134	Alava	hKPI.U5QUL97fWOLnA	12578037	Basque Country	oVKj1ohTUb5V1poSBg	23424950	Spain	336	1	0.000003
jYENq9VWULgKK5tV	7225991	15	0	-37.809987	144.962861				Iq2oQgpQU7qg26nm	1103816	Melbourne				Md6gZhpTUb6Su6DT	2344705	Victoria	3fHNxEZTUb4mc08chA	23424748	Australia	337	1	0.000002
kN7hqPRTUL1w0B36tw	22720989	14	0	-37.820802	144.957346				Iq2oQgpQU7qg26nm	1103816	Melbourne				Md6gZhpTUb6Su6DT	2344705	Victoria	3fHNxEZTUb4mc08chA	23424748	Australia	338	1	0.000003
pZR.hthQUL9qKGye.A	12587262	8	0	64.818569	13.894958							pZR.hthQUL9qKGye.A	12587262	Strömsund	rA6Yc.xTUb69Oic2	2347050	Jamtland	mibsDc9TUb5EaJuQAQ	23424954	Sweden	339	1	0.000002
n_b0f1xSUbgX5Q0	332433	14	0	-34.589869	-58.428812				sAebeFlVVLJkVlo	468739	Buenos Aires	AqoBKk5TUrqqT.cohw	20070753	Ciudad de Buenos Aires	TeA_7chTUb7A6bvt	2344681	Autonomous City of Buenos Aires	lvIrTvtTUb6d8j.uQQ	23424747	Argentina	340	2	0.000004
i.M0StRWV7sdxxw	751846	16	0	40.35584	-3.821096				i.M0StRWV7sdxxw	751846	Alcorcón	tbbWAcFQULxlR.kpfA	12602090	Madrid	z1N32XdQUL_NGlw7Tw	12578024	Madrid	oVKj1ohTUb5V1poSBg	23424950	Spain	341	2	0.000004
zot2ouJXUbKOJRM	638242	16	0	52.502237	13.421361				zot2ouJXUbKOJRM	638242	Berlin	BPfoJmlQUL8JcHDn4Q	12596838	Stadtkreis Berlin	uxEOtndTUb4nLR9E	2345496	Berlin	h7eZVDlTUb50Btij9Q	23424829	Germany	342	1	0.000002
kym2FaRYVbNK	9790	16	0	49.358364	-123.27085				kym2FaRYVbNK	9790	Horseshoe Bay	emTQ4FlTW7nupnbp2Q	29375222	Greater Vancouver	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	343	1	0.000002
pKu.mllTWr1oYLsCPg	28751150	16	0	38.912561	-76.968734				aKGrC25TV7vTJcir	2514815	Washington	r7KcVlZQUL8J2lfjCQ	12587802	District of Columbia	.9.rXhhTUb5eYUuK	2347567	District of Columbia	nz.gsghTUb4c2WAecA	23424977	United States	344	1	0.000002
CqYCuhVQUrnlAaze	1039843	12	0	-7.803435	110.374088				GjPaaWxQUr5yqb35	1047065	Yogyakarta	WhqrynBUVLp0WW10Ig	56000367	Kodya Yogyakarta	DynKoqFTUb6KGbPl	2345719	Special Region of Yogyakarta	QZY1SiRTUb674.n_LA	23424846	Indonesia	345	1	0.000003
Ik_AwsBUV7KjNSv1WQ	55843778	15	0	48.869429	2.323801				EsIQUYZXU79_kEA	615702	Paris	.tpTHPFQUL.gM81.cQ	12597155	Paris	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	346	1	0.000002
QvhR6lBSVrMGD3o	349871	12	0	-38.731322	-72.601432				QvhR6lBSVrMGD3o	349871	Temuco	88RTUdRTVL3MvINs4Q	26793983	Cautin Province	k0HwOepTUb7qqIP8	2345021	Araucania Region	FvjOFOJTUb63qNmf5g	23424782	Chile	347	1	0.000002
xawTcFpVUbLroQ	43880	16	0	53.482548	-2.232091				Dqd8n29TWrgqng	28218	Manchester	CEt642NQULz2nl7WPA	12602158	Greater Manchester	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	348	1	0.000002
0YFMCCdTW7mh4y5HiQ	29388977	16	0	32.708715	-117.165756				SfIakxdTVrLBCLcq	2487889	San Diego	jomuPC9QUL_Ei9HSMA	12587706	San Diego	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	349	1	0.000002
wnkcncZQV7JlhWXa	1582394	12	0	-33.90198	18.906784				wnkcncZQV7JlhWXa	1582394	Idasvallei	JTOBgCNUV7MS34mVrw	55921374	Stellenbosch	6Ubye_hTUb67Oj.6	2346987	Western Cape	_0F0zO5TUb6ddnb9qQ	23424942	South Africa	350	1	0.000002
xHXWj.tTUrq6ug_eQQ	20089556	14	0	51.505189	-0.019505				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	351	1	0.000002
rHB4u3ZSUL_GUw	32564	16	0	50.832996	-0.139775				cv1TwRlQUbMd6A	13911	Brighton	qbfsF01QULxFz.fQPQ	12602167	East Sussex	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	352	1	0.000003
.tpTHPFQUL.gM81.cQ	12597155	8	0	48.87736	2.342834							.tpTHPFQUL.gM81.cQ	12597155	Paris	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	353	3	0.000005
RxVIAqlTVrIc6JYy	2488828	13	0	34.398234	-119.702997				RxVIAqlTVrIc6JYy	2488828	Santa Barbara	r5AWjcRQUL_rvySZUQ	12587711	Santa Barbara	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	354	3	0.000006
EXD3HPtZVb0G	8775	13	0	51.01694	-114.0698				EXD3HPtZVb0G	8775	Calgary	iuNniR1TW7kvn2.JLg	29375228	Alberta	aZe42J5TUb6mIiaJ	2344915	Alberta	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	355	1	0.000003
4MM7JXVWU7rWDx8	710156	14	0	42.091152	12.265677				4MM7JXVWU7rWDx8	710156		ulFfr5NQUL_oGbguvQ	12591802	Rome	Txy_tk1WU79uo4MR	7153336	Lazio	5QqgvRVTUb7tSzaDpQ	23424853	Italy	356	1	0.000003
