# NodeID	Attribute1	Attribute2	Attribute3	_id	OutDeg	Pagerank
14878486@N02				78	1	0.000003
85471862@N00				79	3	0.000007
63917105@N04				80	1	0.000003
72223789@N00				81	2	0.000005
12539963@N08				82	1	0.000003
37869961@N00				83	2	0.000005
21736830@N08				84	1	0.000003
92717768@N00				85	1	0.000004
89036175@N00				86	1	0.000003
35532321@N00				87	4	0.000008
48283066@N00				88	1	0.000003
24770930@N05				89	1	0.000003
98352950@N00				90	1	0.000003
88786646@N00				91	1	0.000003
45269026@N00				92	1	0.000003
9980619@N04				93	1	0.000004
53248040@N00				94	1	0.000003
20005868@N03				95	1	0.000003
10908903@N03				96	2	0.000006
90487062@N00				97	1	0.000003
10791099@N08				98	1	0.000003
11554649@N08				99	2	0.000005
23850796@N06				100	1	0.000003
61646679@N00				101	2	0.000005
82389442@N00				102	1	0.000004
86289280@N00				103	1	0.000004
59398417@N00				104	1	0.000003
39742411@N00				105	2	0.000005
23937078@N03				106	1	0.000003
8981098@N07				107	12	0.000020
62691893@N00				108	1	0.000003
21035782@N04				109	1	0.000003
51895794@N00				110	4	0.000008
65432516@N00				111	3	0.000006
23091977@N00				112	3	0.000006
91106816@N00				113	1	0.000003
23217689@N05				114	1	0.000003
18125802@N00				115	4	0.000008
50125144@N00	ken'mos	陳建勳	Taipei, taiwan	116	9	0.000018
14071477@N08				117	1	0.000003
21176771@N04				118	1	0.000003
7822424@N05				119	1	0.000004
26538622@N05				120	1	0.000003
90975412@N00				121	4	0.000008
86533211@N00				122	1	0.000003
23282502@N07				123	1	0.000003
70524854@N00				124	1	0.000003
25512069@N00				125	1	0.000003
21366048@N03				126	1	0.000003
39265926@N00				127	1	0.000003
10671469@N02				128	1	0.000003
16153547@N06				129	1	0.000003
69026156@N00				130	2	0.000005
91053183@N00				131	4	0.000008
10026845@N00				132	1	0.000003
86759280@N00				133	1	0.000003
73154039@N00				134	3	0.000006
9627252@N03				135	1	0.000003
23402995@N04				136	1	0.000003
15488923@N00				137	2	0.000005
38962297@N04				138	1	0.000003
69645810@N00				139	1	0.000004
14705020@N05				140	1	0.000003
44282470@N00				141	1	0.000003
54481803@N00				142	2	0.000005
68253884@N00				143	2	0.000005
91596458@N00				144	3	0.000006
51035756831@N01				145	3	0.000006
8169358@N04				146	2	0.000006
16061688@N00				147	5	0.000010
58149986@N00				148	1	0.000003
21629745@N08				149	1	0.000003
13913955@N00				150	2	0.000005
11720107@N06				151	5	0.000009
22376867@N07				152	1	0.000003
35468157689@N01				153	1	0.000003
48794740@N00				154	1	0.000003
28801512@N00				155	8	0.000013
23977738@N00				156	1	0.000004
22601304@N07				157	1	0.000004
78704656@N00				158	1	0.000003
55323170@N00				159	1	0.000004
9861443@N05				160	5	0.000010
21777843@N05				161	1	0.000004
37615286@N00				162	4	0.000006
15285282@N07				163	1	0.000003
71513815@N00				164	1	0.000003
12053486@N00				165	1	0.000003
20466846@N00				166	3	0.000007
23930376@N07				167	1	0.000003
26324507@N03				168	1	0.000003
11631165@N03	lulazzo [non vede, non sente, non parla]	luca savettiere	Italy	169	14	0.000018
24934859@N05				170	1	0.000003
8071044@N04				171	2	0.000005
53817884@N00				172	3	0.000007
7270375@N03				173	1	0.000003
42093917@N03				174	1	0.000003
73373897@N00				175	1	0.000004
65772000@N00				176	1	0.000003
31674969@N00	' m x b c h r	Max Bucher	Lausanne, Switzerland	177	12	0.000014
32348485@N00				178	1	0.000003
7299761@N05				179	1	0.000004
24257706@N07				180	1	0.000003
10219452@N03				181	1	0.000004
22515066@N07				182	3	0.000006
43491091@N00				183	1	0.000003
82986158@N00				184	1	0.000003
91223358@N00				185	1	0.000003
88199643@N00				186	1	0.000003
35744138@N00				187	1	0.000003
7677854@N08				188	1	0.000003
78888043@N00				189	2	0.000005
15577045@N02				190	2	0.000005
19345319@N00				191	5	0.000009
27652059@N08				192	1	0.000003
9618665@N05				193	3	0.000006
13750665@N05				194	1	0.000003
55325105@N00				195	2	0.000004
79552893@N00				196	1	0.000004
21575621@N00				197	1	0.000003
72055123@N00				198	2	0.000005
12743281@N08				199	1	0.000003
34328667@N00				200	1	0.000003
24451196@N00				201	1	0.000003
54986880@N00	KaosBrutal (Retorn)			202	11	0.000017
10036925@N04				203	1	0.000003
32353021@N08				204	1	0.000003
40743008@N00				205	2	0.000005
33147899@N00				206	1	0.000003
16987012@N00				207	1	0.000003
65342568@N00				208	1	0.000003
22768564@N02				209	1	0.000003
78365943@N00				210	1	0.000003
13380295@N08	albatros11			211	12	0.000021
42016785@N00	disgustipado			212	35	0.000055
72521529@N00				213	1	0.000003
31151772@N00				214	1	0.000003
83616234@N00				215	1	0.000003
34223280@N00				216	1	0.000003
60652642@N00				217	1	0.000003
36334394@N00				218	1	0.000003
10696642@N08				219	1	0.000004
21703230@N08				220	2	0.000005
13910409@N05	TANAKA Juuyoh (田中十洋)			221	17	0.000024
62692000@N00				222	1	0.000003
15516389@N02				223	1	0.000003
35984974@N00				224	6	0.000011
12148357@N07				225	1	0.000003
12177876@N00				226	1	0.000003
25381713@N06				227	1	0.000003
19838116@N00				228	3	0.000006
33526861@N03				229	1	0.000003
97211637@N00				230	5	0.000009
43731758@N05				231	1	0.000003
7362224@N08				232	1	0.000003
24220045@N04				233	1	0.000003
16941958@N02	The iconoclastic yet iconic ionic icon		Melbourne, Australia	234	16	0.000019
7146725@N02				235	2	0.000005
12189909@N08				236	2	0.000005
34621466@N00				237	1	0.000003
98379027@N00				238	1	0.000003
9884802@N05				239	1	0.000003
21709448@N07				240	1	0.000003
65508058@N00				241	1	0.000003
11203558@N04				242	1	0.000004
93537677@N00				243	1	0.000003
10072107@N06				244	2	0.000005
96435949@N00				245	1	0.000003
19778522@N00				246	1	0.000003
22852827@N02				247	1	0.000003
7900005@N03				248	4	0.000007
35467972@N06				249	1	0.000003
23141779@N06				250	1	0.000003
69414137@N00				251	16	0.000027
76198848@N00				252	1	0.000003
38028641@N00				253	1	0.000004
8563619@N08				254	1	0.000003
40755954@N00				255	1	0.000003
13793870@N07				256	2	0.000005
23167776@N04				257	1	0.000003
64104366@N06				258	1	0.000003
15249449@N00				259	1	0.000003
9594345@N07				260	1	0.000003
39058645@N00				261	2	0.000005
38413063@N00				262	1	0.000003
37006870@N00				263	1	0.000003
47297722@N00				264	1	0.000003
73952687@N00				265	1	0.000003
12784944@N00				266	1	0.000003
78516886@N00				267	8	0.000014
15512611@N05				268	1	0.000003
49503147557@N01	_guu_	Gustavo Marin	Madrid, Spain	269	8	0.000011
23025602@N08				270	2	0.000005
16118488@N04				271	3	0.000006
11401693@N00				272	1	0.000003
16599781@N00				273	5	0.000010
11990970@N03				274	2	0.000005
29824553@N00				275	3	0.000006
18209802@N04				276	2	0.000005
23842657@N04				277	1	0.000003
28267826@N00				278	1	0.000003
52182314@N00	Leo Laporte	Leo Laporte	USA	279	24	0.000040
53797794@N00				280	1	0.000003
19556555@N03				281	1	0.000003
10204934@N03				282	2	0.000005
39559634@N00				283	2	0.000005
10364010@N02				284	1	0.000003
9633198@N02				285	2	0.000005
33036759@N00				286	1	0.000003
45581782@N00	psd	Paul Downey	Berkhamsted, UK	287	18	0.000022
7357348@N07				288	1	0.000003
22467786@N03				289	1	0.000003
22774005@N07				290	1	0.000003
58556385@N00				291	2	0.000005
7128687@N07				292	1	0.000003
27131651@N00				293	1	0.000003
20357546@N02				294	2	0.000005
73062854@N00				295	1	0.000003
13274314@N02				296	1	0.000003
63026815@N00				297	4	0.000008
29146745@N00				298	1	0.000003
84313453@N00				299	1	0.000003
34011951@N00				300	1	0.000003
22912638@N05				301	1	0.000004
97515640@N00				302	2	0.000005
21463881@N07				303	7	0.000013
7924276@N03				304	6	0.000011
60399941@N00				305	1	0.000003
8377192@N04				306	3	0.000006
9711111@N03				307	1	0.000003
28347664@N00				308	1	0.000003
90922141@N00				309	1	0.000003
8127931@N08				310	1	0.000003
45487717@N00				311	2	0.000005
47946745@N00				312	3	0.000006
55952320@N00				313	1	0.000003
39658182@N08				314	1	0.000003
14939682@N02				315	1	0.000004
22739179@N08				316	1	0.000003
7209155@N03				317	8	0.000015
51035734296@N01	LarimdaME	Gene Han	New York City, USA	318	11	0.000014
37595652@N07				319	1	0.000003
32778994@N00				320	1	0.000003
28248687@N00				321	1	0.000003
99642397@N00				322	2	0.000005
18214463@N06				323	2	0.000005
40391681@N00				324	1	0.000003
81735957@N00				325	3	0.000007
15053766@N00				326	1	0.000003
21022368@N08				327	1	0.000003
61504087@N00				328	1	0.000003
36175180@N00				329	1	0.000003
9228304@N02				330	1	0.000003
27114795@N05				331	2	0.000005
9338603@N04				332	1	0.000003
65823142@N00				333	1	0.000003
49222297@N04				334	1	0.000003
30259130@N06				335	1	0.000004
66328408@N00				336	1	0.000004
24059494@N07				337	2	0.000005
7313320@N08				338	1	0.000003
54518216@N00				339	2	0.000005
8248043@N08				340	1	0.000003
12675009@N02				341	1	0.000003
27381749@N00				342	1	0.000003
36489588@N00				343	1	0.000003
33896652@N00				344	4	0.000008
26446328@N08				345	1	0.000003
58731524@N00				346	2	0.000005
33524327@N00	transplanted mountaineer		Myrtle Beach, SC, U.S.A.	347	36	0.000056
19026642@N00				348	3	0.000006
9280562@N06				349	1	0.000003
48889110294@N01				350	2	0.000005
57799774@N00				351	3	0.000007
94947520@N00				352	1	0.000004
89778875@N00				353	1	0.000003
11933252@N04				354	2	0.000005
53121917@N00				355	1	0.000003
68568816@N00				356	1	0.000003
95118988@N00	Jeff Kubina	Jeff Kubina	Columbia, Maryland	357	19	0.000026
56303120@N00				358	1	0.000003
7384010@N03				359	3	0.000006
59201720@N00				360	1	0.000003
52521900@N07				361	1	0.000003
14769835@N05				362	1	0.000003
62525091@N00				363	2	0.000004
37996612135@N01				364	2	0.000004
76772666@N00				365	1	0.000003
11648385@N03				366	1	0.000004
21295125@N05				367	3	0.000006
66959499@N00				368	1	0.000004
75349862@N00				369	1	0.000003
7317985@N07				370	1	0.000004
8935092@N05				371	1	0.000003
18047817@N08				372	2	0.000005
25393230@N05				373	2	0.000005
14453057@N03				374	2	0.000005
21371683@N03				375	1	0.000003
13232625@N03				376	1	0.000004
73632745@N00				377	1	0.000003
9007218@N06				378	1	0.000003
18666967@N00				379	1	0.000003
64744525@N00				380	1	0.000003
48089670@N00	tobym		the rugged Anderson Valley, California	381	20	0.000030
8331909@N04				382	2	0.000005
12193346@N03				383	1	0.000003
92643936@N00				384	1	0.000004
22238054@N04				385	1	0.000003
14641938@N07				386	1	0.000004
48057099@N00				387	3	0.000006
25436318@N07				388	1	0.000003
7489502@N04				389	1	0.000003
21034400@N00				390	1	0.000003
11192512@N00				391	1	0.000004
63935812@N00				392	1	0.000004
39576803@N07				393	1	0.000003
9104409@N08				394	1	0.000003
42719465@N00				395	1	0.000003
11149378@N04				396	1	0.000003
58477374@N00				397	1	0.000003
51035792141@N01				398	1	0.000004
24295481@N02				399	1	0.000003
70606671@N00				400	1	0.000004
69398793@N00				401	1	0.000003
28823197@N00				402	1	0.000003
7447790@N08				403	1	0.000003
25142616@N05				404	1	0.000003
56725377@N00				405	1	0.000003
14994859@N06				406	3	0.000006
10639842@N05				407	1	0.000003
7641619@N08				408	4	0.000008
59874790@N00				409	1	0.000003
74769795@N00				410	1	0.000004
95767140@N00				411	2	0.000005
92868063@N00				412	2	0.000004
17392338@N00				413	6	0.000011
61491718@N00				414	1	0.000003
36728362@N00				415	1	0.000003
13437951@N05				416	1	0.000003
53347478@N00				417	1	0.000004
7701176@N06				418	8	0.000014
70364360@N00				419	5	0.000010
24033445@N04				420	3	0.000007
22964697@N00				421	1	0.000003
51035617003@N01				422	1	0.000003
9339226@N03				423	3	0.000007
41228951@N00				424	2	0.000004
58981545@N00				425	1	0.000003
23181501@N08				426	2	0.000005
87228982@N00				427	3	0.000006
73981568@N00				428	2	0.000005
25720003@N08				429	1	0.000003
88603584@N00				430	2	0.000004
8393871@N07				431	3	0.000005
44757620@N00				432	3	0.000007
95636458@N00				433	4	0.000008
87721704@N00				434	2	0.000005
46621479@N00				435	2	0.000005
76142718@N00				436	1	0.000004
87761459@N00				437	1	0.000003
22446981@N08				438	1	0.000003
90524764@N00				439	2	0.000005
54459164@N00	Johnson Cameraface	Johnson Cameraface		440	126	0.000153
55961245@N00				441	1	0.000003
84947454@N00				442	1	0.000003
7211295@N04	komehachi888	8 Kome	Kobe, Japan	443	28	0.000041
24958158@N00				444	1	0.000003
76131227@N00				445	1	0.000003
17997014@N00				446	1	0.000003
23858090@N04				447	1	0.000003
8559279@N05	Gilmoth	Mauro Quercia	Varese, Italy	448	13	0.000021
21854470@N08				449	1	0.000003
39267003@N00				450	1	0.000003
23605524@N02				451	1	0.000003
39858401@N00				452	1	0.000003
13658373@N07				453	1	0.000004
89666969@N00				454	1	0.000003
21768190@N04				455	1	0.000003
23804373@N07				456	1	0.000003
39858103@N00				457	1	0.000003
72211182@N00	ElDave	Dave Mathis	Chicago, Illinois, USA	458	44	0.000064
11615809@N00				459	1	0.000003
44124343567@N01				460	1	0.000003
10448063@N08				461	1	0.000003
58497617@N00				462	3	0.000006
51035543396@N01				463	3	0.000005
17683184@N00				464	1	0.000003
25179347@N00	binkitybonk		San Francisco, CA, USA	465	2	0.000006
36937610@N08				466	1	0.000003
16907184@N04				467	1	0.000003
85381449@N00				468	1	0.000003
13971712@N05				469	2	0.000005
94318869@N00				470	1	0.000003
59603743@N00				471	4	0.000008
23205989@N06				472	1	0.000003
24572062@N00				473	1	0.000003
9602384@N04				474	1	0.000003
7526142@N02				475	1	0.000003
25671931@N04				476	2	0.000005
35987829@N05				477	1	0.000004
13203648@N06				478	1	0.000003
82903100@N00	Diego Materazzi		Querétaro, México	479	38	0.000047
38386231@N00				480	1	0.000004
83322574@N00				481	1	0.000003
15366215@N00				482	5	0.000009
7693669@N07				483	1	0.000004
67343174@N00				484	1	0.000003
37101911@N02				485	1	0.000004
24850581@N07				486	1	0.000004
97807104@N00				487	1	0.000003
13684075@N07				488	5	0.000010
19996063@N00				489	1	0.000003
23838130@N06				490	1	0.000003
59194402@N00				491	1	0.000003
26712632@N07				492	1	0.000003
71203568@N00				493	2	0.000005
20131415@N07				494	1	0.000003
7284597@N05				495	1	0.000003
38273011@N00				496	1	0.000003
8760451@N07				497	1	0.000003
77492092@N00				498	1	0.000003
21834616@N02				499	1	0.000003
54228211@N00				500	2	0.000005
96591191@N00				501	6	0.000012
11813442@N04				502	6	0.000011
38443600@N00				503	2	0.000005
80981494@N00				504	2	0.000005
30129536@N00				505	1	0.000003
11434866@N00				506	1	0.000003
22381025@N00				507	3	0.000007
82165591@N00				508	3	0.000006
79875966@N00				509	1	0.000003
17445587@N00				510	1	0.000003
75842234@N00				511	2	0.000005
15574602@N00				512	1	0.000003
22491060@N00				513	1	0.000003
10311223@N06				514	3	0.000007
22911005@N06	ian boyd	Ian Boyd	Shanklin, UK	515	20	0.000030
8350998@N08				516	1	0.000004
32332138@N03				517	2	0.000005
9381830@N05				518	1	0.000004
16485457@N00				519	2	0.000005
64436710@N00				520	1	0.000004
13994764@N03				521	2	0.000005
27927637@N00				522	1	0.000003
15752512@N07				523	7	0.000013
82381398@N00				524	1	0.000003
88669225@N00				525	1	0.000003
16363465@N02				526	1	0.000003
77522876@N00				527	1	0.000003
46151233@N00				528	1	0.000003
10634006@N05				529	1	0.000003
41873647@N00				530	1	0.000003
8565433@N04				531	2	0.000005
40894347@N00				532	1	0.000003
9380607@N08				533	1	0.000003
70298874@N00				534	1	0.000003
22192306@N02				535	1	0.000003
94499676@N00				536	1	0.000003
89791040@N00				537	1	0.000003
57132597@N00				538	1	0.000003
48465790@N00				539	1	0.000004
99161904@N00				540	1	0.000003
91051447@N00				541	1	0.000003
37134982@N00				542	2	0.000005
64594656@N00				543	2	0.000005
59967970@N00				544	1	0.000003
12603059@N07				545	1	0.000004
11077493@N02				546	2	0.000005
20961910@N00				547	1	0.000003
22236857@N04				548	1	0.000003
38371584@N00				549	1	0.000003
22336816@N06				550	1	0.000003
7927957@N07				551	3	0.000006
10520710@N02				552	4	0.000009
24141278@N00	elvis_payne	Elvis Payne	Tamworth, UK	553	9	0.000014
10797169@N00				554	1	0.000003
89889973@N00				555	1	0.000003
42377146@N00				556	1	0.000003
29855052@N00				557	1	0.000003
72948325@N00				558	7	0.000012
7708886@N02				559	1	0.000003
7202153@N03				560	3	0.000006
97966164@N00				561	2	0.000005
8853195@N05				562	1	0.000003
27544716@N00				563	3	0.000006
30791211@N00				564	1	0.000003
91076995@N00				565	1	0.000003
96136248@N00				566	1	0.000003
51764565@N00				567	2	0.000005
13042951@N00				568	8	0.000014
29969720@N02				569	1	0.000003
32326800@N00				570	1	0.000003
7194142@N05				571	3	0.000007
74878105@N00				572	1	0.000003
38112256@N00				573	2	0.000005
14864658@N08				574	1	0.000003
24794433@N00	VannK	VannK		575	1	0.000004
70877473@N00				576	1	0.000003
76588285@N00				577	1	0.000004
60826433@N00				578	1	0.000003
43462599@N00	when i was a bird			579	24	0.000031
54365711@N00				580	2	0.000005
8396641@N04				581	1	0.000003
21052664@N02				582	1	0.000003
84998381@N00				583	1	0.000004
7140796@N05				584	5	0.000011
52001906@N00				585	1	0.000003
9491103@N08				586	1	0.000003
14318699@N05				587	1	0.000004
99286400@N00				588	1	0.000003
26424514@N04				589	1	0.000003
88251828@N00	nchenga		Basel, Switzerland	590	14	0.000020
55555408@N00				591	2	0.000005
7266256@N05				592	1	0.000003
15988578@N06				593	1	0.000003
24933513@N00				594	2	0.000005
34951201@N00				595	1	0.000003
57793360@N00				596	3	0.000007
24997605@N06				597	1	0.000003
16118776@N00	be_khe	Giang Hồ Thị Hoàng	Groningen, Netherlands	598	35	0.000052
55846548@N00				599	1	0.000003
87254738@N00				600	1	0.000003
63561661@N00				601	1	0.000004
13747762@N08	Knowledge Of Gods Secrets		Los Angeles, CA, USA	602	3	0.000008
8224124@N07				603	3	0.000007
64063094@N00				604	1	0.000003
34193026@N04				605	1	0.000003
41966494@N00				606	1	0.000003
51035767733@N01	lonelysandwich	Adam Lisagor	Los Angeles, USA	607	10	0.000017
44275999@N00				608	2	0.000005
29225022@N00				609	1	0.000003
31454864@N00				610	1	0.000003
44871759@N00				611	1	0.000003
25344913@N04				612	1	0.000003
7218216@N03				613	1	0.000003
63209261@N00	ohad*		San Francisco, CA, USA	614	15	0.000020
35296567@N00				615	1	0.000003
80847182@N00				616	2	0.000004
47665805@N00				617	1	0.000003
23402426@N00				618	1	0.000003
11847917@N00				619	1	0.000004
35468159247@N01	Martin Deutsch		London, UK	620	8	0.000012
28121671@N00				621	2	0.000005
70827474@N00				622	4	0.000007
99261661@N00				623	1	0.000003
10094222@N02				624	2	0.000005
21932781@N00				625	1	0.000003
49962964@N06				626	1	0.000003
65419521@N00				627	2	0.000005
21440157@N08				628	1	0.000004
84296828@N00				629	1	0.000003
28034678@N00	Veronica Belmont	Veronica Belmont	San Francisco, United States	630	38	0.000057
38037974@N00				631	1	0.000003
27481172@N00				632	2	0.000005
24569010@N06				633	1	0.000003
25937188@N07				634	1	0.000003
11749696@N04				635	1	0.000003
21493302@N07				636	3	0.000006
34353483@N00	Vicki & Chuck Rogers		Boulder Creek, CA, USA	637	17	0.000024
25723185@N03				638	1	0.000003
75158779@N00				639	2	0.000005
47261090@N00				640	1	0.000003
10634803@N05				641	2	0.000005
22243332@N00				642	2	0.000005
52085220@N00				643	1	0.000003
28715262@N00				644	1	0.000003
24706263@N03				645	2	0.000004
79768330@N00				646	1	0.000003
23520546@N03				647	1	0.000003
64197260@N00				648	3	0.000006
55621367@N00				649	1	0.000003
22559567@N07				650	2	0.000005
14924151@N02				651	1	0.000003
7896276@N05				652	3	0.000007
77727016@N00				653	1	0.000003
11874083@N07				654	1	0.000003
11325782@N03				655	2	0.000005
20963775@N06				656	1	0.000003
22091025@N08				657	1	0.000003
9067625@N03				658	24	0.000044
21766669@N03				659	1	0.000004
8517259@N02				660	1	0.000003
65925580@N00				661	1	0.000003
10218096@N06				662	1	0.000003
13467795@N03				663	1	0.000003
20892918@N02				664	1	0.000003
49503714@N00				665	14	0.000024
8165834@N05				666	1	0.000003
14655479@N03				667	1	0.000004
51035711870@N01				668	2	0.000005
71529709@N00				669	1	0.000003
7423095@N03				670	2	0.000005
14307969@N03				671	1	0.000003
65285143@N00				672	1	0.000004
7173099@N03				673	1	0.000003
32866110@N00				674	1	0.000003
97135671@N00				675	2	0.000005
20415994@N00				676	1	0.000003
23163377@N00				677	1	0.000003
95387518@N00				678	5	0.000009
7615484@N03				679	1	0.000003
37685385@N00				680	1	0.000003
93558844@N00				681	1	0.000003
82453157@N00				682	2	0.000005
20473443@N07				683	1	0.000003
21795858@N00				684	2	0.000005
8401641@N03				685	1	0.000003
75199686@N00				686	1	0.000003
8911174@N08				687	1	0.000003
7510149@N07				688	1	0.000003
98071386@N00				689	4	0.000008
40536146@N00				690	1	0.000003
20873474@N08				691	1	0.000003
22770074@N03				692	1	0.000003
47882961@N05				693	1	0.000004
49034679@N07				694	1	0.000003
8871285@N04				695	1	0.000003
83542829@N00	William Hook	William Hook	Stafford, United Kingdom	696	26	0.000033
97201346@N00				697	1	0.000003
84692790@N00				698	1	0.000003
22912005@N06				699	1	0.000003
7205246@N02	brentbat	Brent Pearson	Sydney, Australia	700	8	0.000012
8777879@N05				701	2	0.000005
35438840@N05				702	1	0.000003
7819308@N05				703	2	0.000005
7537891@N04				704	2	0.000005
11111116@N02				705	1	0.000003
93978447@N00	eye2eye	Dave Gilbert		706	22	0.000026
10656412@N03				707	1	0.000003
37137377@N05				708	1	0.000003
79144837@N00				709	2	0.000004
12613303@N02				710	1	0.000003
24699313@N07				711	1	0.000003
53721011@N00				712	2	0.000005
65377329@N00				713	6	0.000011
82995750@N00				714	21	0.000034
70036267@N00				715	2	0.000005
41587043@N00	mhocter	Michael Hocter	Encino, CA, USA	716	9	0.000012
10637801@N08				717	2	0.000005
28282801@N00				718	3	0.000007
78434247@N00				719	1	0.000003
22347039@N00				720	2	0.000005
26624644@N06				721	1	0.000003
11866130@N00				722	1	0.000003
74068206@N00				723	1	0.000004
18753784@N00				724	3	0.000006
10394791@N08				725	1	0.000003
23306232@N03				726	1	0.000003
22700824@N02				727	1	0.000003
31148236@N00				728	2	0.000005
11015056@N06				729	5	0.000010
8218218@N04				730	2	0.000005
79913337@N00				731	3	0.000007
8116611@N04				732	3	0.000006
46984194@N00				733	1	0.000003
8497556@N05				734	1	0.000003
65821406@N07				735	1	0.000003
24308719@N02				736	2	0.000005
21034151@N08				737	1	0.000003
7147856@N07				738	1	0.000003
18614695@N00				739	3	0.000006
89638188@N00				740	6	0.000012
8329146@N05				741	1	0.000003
7804967@N03				742	1	0.000003
8428747@N05				743	2	0.000005
14930539@N07				744	1	0.000003
22910212@N03				745	1	0.000003
26772141@N07				746	1	0.000003
62804234@N00				747	1	0.000003
23790094@N08				748	1	0.000003
27333003@N05				749	1	0.000003
7508895@N06				750	7	0.000013
9302703@N02	KM&G-Morris		Houston, Texas (Native), USA	751	138	0.000189
20533775@N05				752	1	0.000003
28551615@N00				753	8	0.000015
91095062@N00				754	1	0.000003
65182655@N00				755	1	0.000003
20698962@N00				756	3	0.000006
10331898@N07				757	1	0.000003
13133492@N00				758	1	0.000004
71025611@N00				759	1	0.000003
10773724@N02				760	1	0.000003
7705025@N08				761	9	0.000015
61577651@N00				762	5	0.000009
18673703@N00				763	1	0.000003
38257035@N08				764	1	0.000003
15539913@N00				765	1	0.000003
7936051@N03				766	1	0.000003
24398536@N03				767	3	0.000006
66719194@N00				768	1	0.000003
24670991@N06				769	1	0.000003
9767342@N05				770	3	0.000006
23115394@N03				771	2	0.000005
11357283@N02				772	1	0.000003
22984761@N08				773	1	0.000003
30392370@N06				774	1	0.000004
43422958@N00				775	2	0.000005
21744625@N07				776	1	0.000003
99866434@N00				777	1	0.000003
24874062@N00				778	1	0.000003
22003870@N05				779	1	0.000003
41711515@N00	Mick Orlosky			780	26	0.000035
59004563@N00				781	1	0.000003
51589667@N00				782	1	0.000003
18279946@N04				783	2	0.000005
42466430@N00	moominsean		Phoenix, USA	784	22	0.000027
7229930@N07				785	36	0.000059
47311438@N00				786	1	0.000003
31389229@N00				787	2	0.000005
65167060@N00				788	2	0.000005
72952489@N00	Kamia the Wolf	Allison Bailey	Ramah, NM, USA	789	11	0.000014
11265383@N06				790	1	0.000004
43356049@N00				791	1	0.000003
55577684@N00				792	1	0.000003
13094693@N00				793	2	0.000005
61361160@N00				794	3	0.000006
7637742@N08				795	1	0.000003
62392240@N04				796	1	0.000003
25566067@N05				797	1	0.000003
76843039@N00	 Meli		Budapest, Hungary	798	13	0.000019
11371618@N00				799	1	0.000003
13644851@N05				800	2	0.000005
22907853@N06				801	2	0.000005
9436143@N07				802	2	0.000005
78341353@N00				803	3	0.000007
67955532@N00				804	1	0.000003
57271605@N00				805	1	0.000003
9310863@N04				806	1	0.000003
23731055@N00				807	1	0.000003
25087666@N08				808	1	0.000003
23546818@N02				809	1	0.000003
67651678@N00				810	1	0.000003
